"Fecha","Prediccion"
2016-01-14,754
2016-01-15,873
2016-01-16,256
2016-01-17,5
2016-01-18,592
2016-01-19,732
2016-01-20,831
2016-01-21,842
2016-01-22,974
2016-01-23,286
2016-01-24,5
2016-01-25,660
2016-01-26,817
2016-01-27,928
2016-01-28,940
2016-01-29,1087
2016-01-30,319
2016-01-31,6
2016-02-01,570
2016-02-02,705
2016-02-03,801
2016-02-04,811
2016-02-05,939
2016-02-06,275
2016-02-07,5
2016-02-08,636
2016-02-09,787
2016-02-10,894
2016-02-11,906
2016-02-12,1048
2016-02-13,307
2016-02-14,6
2016-02-15,710
2016-02-16,878
2016-02-17,998
2016-02-18,1011
2016-02-19,1169
2016-02-20,343
2016-02-21,6
2016-02-22,793
2016-02-23,980
2016-02-24,1114
2016-02-25,1128
2016-02-26,1305
2016-02-27,383
2016-02-28,7
2016-02-29,885
2016-03-01,726
2016-03-02,825
2016-03-03,835
2016-03-04,967
2016-03-05,284
2016-03-06,5
2016-03-07,655
2016-03-08,810
2016-03-09,921
2016-03-10,933
2016-03-11,1079
2016-03-12,316
2016-03-13,6
2016-03-14,731
2016-03-15,905
2016-03-16,1028
2016-03-17,1041
2016-03-18,1204
2016-03-19,353
2016-03-20,7
2016-03-21,16
2016-03-22,1010
2016-03-23,1147
2016-03-24,23
2016-03-25,27
2016-03-26,394
2016-03-27,7
2016-03-28,911
2016-03-29,1127
2016-03-30,1280
2016-03-31,1297
2016-04-01,928
2016-04-02,272
2016-04-03,5
2016-04-04,629
2016-04-05,778
2016-04-06,885
2016-04-07,896
2016-04-08,1036
2016-04-09,304
2016-04-10,6
2016-04-11,703
2016-04-12,869
2016-04-13,987
2016-04-14,1000
2016-04-15,1157
2016-04-16,339
2016-04-17,6
2016-04-18,784
2016-04-19,970
2016-04-20,1102
2016-04-21,1116
2016-04-22,1291
2016-04-23,379
2016-04-24,7
2016-04-25,875
2016-04-26,1082
2016-04-27,1230
2016-04-28,1246
2016-04-29,1441
2016-04-30,423
2016-05-01,0
2016-05-02,575
2016-05-03,711
2016-05-04,807
2016-05-05,818
2016-05-06,946
2016-05-07,278
2016-05-08,5
2016-05-09,13
2016-05-10,793
2016-05-11,901
2016-05-12,913
2016-05-13,1056
2016-05-14,310
2016-05-15,6
2016-05-16,716
2016-05-17,885
2016-05-18,1006
2016-05-19,1019
2016-05-20,1178
2016-05-21,346
2016-05-22,6
2016-05-23,799
2016-05-24,988
2016-05-25,1123
2016-05-26,1137
2016-05-27,1315
2016-05-28,386
2016-05-29,7
2016-05-30,18
2016-05-31,1103
2016-06-01,804
2016-06-02,814
2016-06-03,941
2016-06-04,276
2016-06-05,5
2016-06-06,13
2016-06-07,789
2016-06-08,897
2016-06-09,908
2016-06-10,1051
2016-06-11,308
2016-06-12,6
2016-06-13,712
2016-06-14,881
2016-06-15,1001
2016-06-16,1014
2016-06-17,1173
2016-06-18,344
2016-06-19,6
2016-06-20,795
2016-06-21,983
2016-06-22,1117
2016-06-23,1131
2016-06-24,1309
2016-06-25,384
2016-06-26,7
2016-06-27,887
2016-06-28,1097
2016-06-29,1247
2016-06-30,1263
2016-07-01,936
2016-07-02,275
2016-07-03,5
2016-07-04,13
2016-07-05,785
2016-07-06,892
2016-07-07,903
2016-07-08,1045
2016-07-09,307
2016-07-10,6
2016-07-11,708
2016-07-12,876
2016-07-13,995
2016-07-14,1008
2016-07-15,1166
2016-07-16,342
2016-07-17,6
2016-07-18,791
2016-07-19,978
2016-07-20,22
2016-07-21,1125
2016-07-22,1302
2016-07-23,382
2016-07-24,7
2016-07-25,882
2016-07-26,1091
2016-07-27,1240
2016-07-28,1256
2016-07-29,1453
2016-07-30,426
2016-07-31,8
2016-08-01,616
2016-08-02,761
2016-08-03,865
2016-08-04,876
2016-08-05,1014
2016-08-06,297
2016-08-07,0
2016-08-08,687
2016-08-09,850
2016-08-10,966
2016-08-11,978
2016-08-12,1131
2016-08-13,332
2016-08-14,6
2016-08-15,15
2016-08-16,949
2016-08-17,1078
2016-08-18,1092
2016-08-19,1263
2016-08-20,370
2016-08-21,7
2016-08-22,856
2016-08-23,1059
2016-08-24,1203
2016-08-25,1218
2016-08-26,1409
2016-08-27,413
2016-08-28,8
2016-08-29,955
2016-08-30,1182
2016-08-31,1343
2016-09-01,828
2016-09-02,958
2016-09-03,281
2016-09-04,5
2016-09-05,649
2016-09-06,803
2016-09-07,913
2016-09-08,924
2016-09-09,1069
2016-09-10,314
2016-09-11,6
2016-09-12,725
2016-09-13,897
2016-09-14,1019
2016-09-15,1032
2016-09-16,1193
2016-09-17,350
2016-09-18,6
2016-09-19,809
2016-09-20,1001
2016-09-21,1137
2016-09-22,1151
2016-09-23,1332
2016-09-24,391
2016-09-25,7
2016-09-26,903
2016-09-27,1117
2016-09-28,1269
2016-09-29,1285
2016-09-30,1487
2016-10-01,261
2016-10-02,5
2016-10-03,603
2016-10-04,746
2016-10-05,848
2016-10-06,858
2016-10-07,993
2016-10-08,291
2016-10-09,5
2016-10-10,673
2016-10-11,833
2016-10-12,946
2016-10-13,958
2016-10-14,1108
2016-10-15,325
2016-10-16,6
2016-10-17,15
2016-10-18,929
2016-10-19,1056
2016-10-20,1069
2016-10-21,1237
2016-10-22,363
2016-10-23,7
2016-10-24,839
2016-10-25,1037
2016-10-26,1179
2016-10-27,1194
2016-10-28,1381
2016-10-29,405
2016-10-30,8
2016-10-31,936
2016-11-01,757
2016-11-02,861
2016-11-03,871
2016-11-04,1008
2016-11-05,296
2016-11-06,5
2016-11-07,14
2016-11-08,845
2016-11-09,960
2016-11-10,973
2016-11-11,1125
2016-11-12,330
2016-11-13,6
2016-11-14,15
2016-11-15,943
2016-11-16,1072
2016-11-17,1086
2016-11-18,1256
2016-11-19,368
2016-11-20,7
2016-11-21,851
2016-11-22,1053
2016-11-23,1196
2016-11-24,1212
2016-11-25,1402
2016-11-26,411
2016-11-27,8
2016-11-28,950
2016-11-29,1175
2016-11-30,1335
2016-12-01,1086
2016-12-02,1257
2016-12-03,369
2016-12-04,7
2016-12-05,852
2016-12-06,1054
2016-12-07,1197
2016-12-08,24
2016-12-09,1403
2016-12-10,412
2016-12-11,8
2016-12-12,951
2016-12-13,1176
2016-12-14,1336
2016-12-15,1353
2016-12-16,1566
2016-12-17,459
2016-12-18,9
2016-12-19,1061
2016-12-20,1313
2016-12-21,1492
2016-12-22,1511
2016-12-23,1748
2016-12-24,513
2016-12-25,0
2016-12-26,1185
2016-12-27,1465
2016-12-28,1665
2016-12-29,1686
2016-12-30,1951
2016-12-31,572
2017-01-01,0
2017-01-02,449
2017-01-03,555
2017-01-04,630
2017-01-05,638
2017-01-06,662
2017-01-07,194
2017-01-08,4
2017-01-09,10
2017-01-10,619
2017-01-11,704
2017-01-12,713
2017-01-13,739
2017-01-14,217
2017-01-15,4
2017-01-16,559
2017-01-17,691
2017-01-18,785
2017-01-19,795
2017-01-20,824
2017-01-21,242
2017-01-22,5
2017-01-23,624
2017-01-24,771
2017-01-25,876
2017-01-26,888
2017-01-27,920
2017-01-28,270
2017-01-29,6
2017-01-30,696
2017-01-31,861
2017-02-01,757
2017-02-02,766
2017-02-03,794
2017-02-04,233
2017-02-05,5
2017-02-06,601
2017-02-07,743
2017-02-08,845
2017-02-09,855
2017-02-10,887
2017-02-11,260
2017-02-12,5
2017-02-13,671
2017-02-14,830
2017-02-15,943
2017-02-16,955
2017-02-17,990
2017-02-18,290
2017-02-19,6
2017-02-20,749
2017-02-21,926
2017-02-22,1052
2017-02-23,1066
2017-02-24,1104
2017-02-25,324
2017-02-26,7
2017-02-27,836
2017-02-28,1034
2017-03-01,779
2017-03-02,789
2017-03-03,818
2017-03-04,240
2017-03-05,5
2017-03-06,619
2017-03-07,765
2017-03-08,870
2017-03-09,881
2017-03-10,913
2017-03-11,268
2017-03-12,6
2017-03-13,691
2017-03-14,854
2017-03-15,971
2017-03-16,983
2017-03-17,1019
2017-03-18,299
2017-03-19,6
2017-03-20,15
2017-03-21,954
2017-03-22,1083
2017-03-23,1097
2017-03-24,1137
2017-03-25,334
2017-03-26,7
2017-03-27,860
2017-03-28,1064
2017-03-29,1209
2017-03-30,1225
2017-03-31,1269
2017-04-01,230
2017-04-02,5
2017-04-03,594
2017-04-04,735
2017-04-05,835
2017-04-06,846
2017-04-07,877
2017-04-08,257
2017-04-09,5
2017-04-10,664
2017-04-11,821
2017-04-12,932
2017-04-13,19
2017-04-14,20
2017-04-15,287
2017-04-16,6
2017-04-17,741
2017-04-18,916
2017-04-19,1041
2017-04-20,1054
2017-04-21,1092
2017-04-22,320
2017-04-23,7
2017-04-24,827
2017-04-25,1022
2017-04-26,1162
2017-04-27,1176
2017-04-28,1219
2017-04-29,358
2017-04-30,7
2017-05-01,11
2017-05-02,671
2017-05-03,763
2017-05-04,772
2017-05-05,800
2017-05-06,235
2017-05-07,5
2017-05-08,606
2017-05-09,749
2017-05-10,851
2017-05-11,862
2017-05-12,893
2017-05-13,262
2017-05-14,5
2017-05-15,676
2017-05-16,836
2017-05-17,950
2017-05-18,962
2017-05-19,997
2017-05-20,293
2017-05-21,6
2017-05-22,755
2017-05-23,933
2017-05-24,1060
2017-05-25,1074
2017-05-26,1113
2017-05-27,327
2017-05-28,7
2017-05-29,17
2017-05-30,1042
2017-05-31,1183
2017-06-01,769
2017-06-02,797
2017-06-03,234
2017-06-04,5
2017-06-05,603
2017-06-06,745
2017-06-07,847
2017-06-08,858
2017-06-09,889
2017-06-10,261
2017-06-11,5
2017-06-12,673
2017-06-13,832
2017-06-14,945
2017-06-15,957
2017-06-16,992
2017-06-17,291
2017-06-18,6
2017-06-19,15
2017-06-20,929
2017-06-21,1055
2017-06-22,1069
2017-06-23,1108
2017-06-24,325
2017-06-25,7
2017-06-26,17
2017-06-27,1037
2017-06-28,1178
2017-06-29,1193
2017-06-30,1236
2017-07-01,232
2017-07-02,5
2017-07-03,12
2017-07-04,741
2017-07-05,842
2017-07-06,853
2017-07-07,884
2017-07-08,259
2017-07-09,5
2017-07-10,669
2017-07-11,827
2017-07-12,940
2017-07-13,952
2017-07-14,987
2017-07-15,290
2017-07-16,6
2017-07-17,747
2017-07-18,924
2017-07-19,1049
2017-07-20,21
2017-07-21,1101
2017-07-22,323
2017-07-23,7
2017-07-24,833
2017-07-25,1031
2017-07-26,1171
2017-07-27,1186
2017-07-28,1229
2017-07-29,361
2017-07-30,7
2017-07-31,930
2017-08-01,719
2017-08-02,817
2017-08-03,828
2017-08-04,858
2017-08-05,252
2017-08-06,5
2017-08-07,13
2017-08-08,803
2017-08-09,912
2017-08-10,924
2017-08-11,957
2017-08-12,281
2017-08-13,6
2017-08-14,724
2017-08-15,896
2017-08-16,1018
2017-08-17,1031
2017-08-18,1069
2017-08-19,313
2017-08-20,6
2017-08-21,16
2017-08-22,1000
2017-08-23,1136
2017-08-24,1151
2017-08-25,1193
2017-08-26,350
2017-08-27,7
2017-08-28,902
2017-08-29,1116
2017-08-30,1268
2017-08-31,1284
2017-09-01,811
2017-09-02,238
2017-09-03,5
2017-09-04,613
2017-09-05,759
2017-09-06,862
2017-09-07,873
2017-09-08,905
2017-09-09,265
2017-09-10,5
2017-09-11,685
2017-09-12,847
2017-09-13,962
2017-09-14,974
2017-09-15,1010
2017-09-16,296
2017-09-17,6
2017-09-18,764
2017-09-19,945
2017-09-20,1074
2017-09-21,1088
2017-09-22,1127
2017-09-23,331
2017-09-24,7
2017-09-25,853
2017-09-26,1055
2017-09-27,1199
2017-09-28,1214
2017-09-29,1258
2017-09-30,369
2017-10-01,5
2017-10-02,570
2017-10-03,705
2017-10-04,801
2017-10-05,811
2017-10-06,840
2017-10-07,247
2017-10-08,5
2017-10-09,636
2017-10-10,786
2017-10-11,894
2017-10-12,905
2017-10-13,938
2017-10-14,275
2017-10-15,6
2017-10-16,14
2017-10-17,878
2017-10-18,997
2017-10-19,1010
2017-10-20,1047
2017-10-21,307
2017-10-22,6
2017-10-23,792
2017-10-24,980
2017-10-25,1113
2017-10-26,1127
2017-10-27,1168
2017-10-28,343
2017-10-29,7
2017-10-30,884
2017-10-31,1093
2017-11-01,813
2017-11-02,823
2017-11-03,853
2017-11-04,250
2017-11-05,5
2017-11-06,13
2017-11-07,798
2017-11-08,907
2017-11-09,919
2017-11-10,952
2017-11-11,279
2017-11-12,6
2017-11-13,14
2017-11-14,891
2017-11-15,1012
2017-11-16,1025
2017-11-17,1063
2017-11-18,312
2017-11-19,6
2017-11-20,804
2017-11-21,995
2017-11-22,1130
2017-11-23,1144
2017-11-24,1186
2017-11-25,348
2017-11-26,7
2017-11-27,898
2017-11-28,1110
2017-11-29,1261
2017-11-30,1277
2017-12-01,1064
2017-12-02,312
2017-12-03,6
2017-12-04,805
2017-12-05,995
2017-12-06,1131
2017-12-07,1145
2017-12-08,24
2017-12-09,348
2017-12-10,7
2017-12-11,898
2017-12-12,1111
2017-12-13,1262
2017-12-14,1278
2017-12-15,1325
2017-12-16,389
2017-12-17,8
2017-12-18,1003
2017-12-19,1240
2017-12-20,1409
2017-12-21,1427
2017-12-22,1479
2017-12-23,434
2017-12-24,9
2017-12-25,22
2017-12-26,1384
2017-12-27,1573
2017-12-28,1593
2017-12-29,1651
2017-12-30,484
2017-12-31,10
